,industry,job_title,company_name,location,summary,date_posted
150,healthcare,Insurance Services Representative II,Dignity Health Medical Group Region,N/A,"High School diploma required or GED.
Under the supervision of the Insurance Services Supervisor, the Insurance Services Representative II is responsible for…",18 days ago
151,education,Tutor in Sacramento – All Subjects Available,Grade Potential Tutoring,"Sacramento, CA",Sacramento families are in immediate need of part-time tutors for all subjects and grade levels.,30+ days ago
152,education,Elementary Teachers,Capital Christian Center Church and School,N/A,"Capital Christian Center is not only a great place to worship, grow, serve and learn, it is also a great place to work. We are looking for friendly, humble…",2 days ago
153,education,Associate Director of Education,Lockwood & Holmes Inc,N/A,"Minimum 1 year of combined management, teaching and education administration experience.
Successful track record of effective teaching, curriculum development,…",30+ days ago
154,education,Early Childhood Education Administrator,San Juan Unified School District,N/A,"DEFINITION*: Under the direction of Director, Early Childhood, assists in administration of child development programs.
Develops and implements curriculum.",2 days ago
155,education,Student Support Specialist (Two Positions) (Revised Posting),Los Rios Community College District,N/A,NOTE: Additional qualifying experience may be substituted for up to two years of the required education on a year-for-year basis.,16 days ago
156,education,Student Services Coordinator (Sacramento Campus),Sutter Health,N/A,"Design, coordinate and deliver the holistic services inclusive of student services and support, tutoring, counseling, disability resources, health services,…",10 days ago
157,education,Early Education Teachers,Capital Christian Center Church and School,N/A,"Capital Christian Center is not only a great place to worship, grow, serve and learn, it is also a great place to work. We are looking for friendly, humble…",30+ days ago
158,education,Student Services Representative/IMMEDIATE OPENING 2nd Position,Curam College of Nursing,N/A,"This is a full time position Mon-Fri 0800-430PM.
We need someone who has excellent communication skills and the ability to resolve student issues and able to…",10 days ago
159,education,"Dean, Student Services, Counseling and Transfer Services",Los Rios Community College District,N/A,"Under the general direction of the Vice President of Student Services, the Dean of Student Services, Counseling and Transfer Services performs duties in the…",3 days ago
160,education,Education and Employment Specialist,International Rescue Committee,N/A,"This role will be responsible for coordinating, tracking, and teaching or overseeing instruction of classes such as Job Readiness, Financial Literacy,…",17 days ago
161,education,School Counselor,Merryhill School,N/A,"The position is a blended role – classroom teaching of social emotional learning topics, working directly with parents/students/teachers to support students…",10 days ago
162,education,STDT ACAD ADVISOR 3 (Academic Advisor),"University of California, Davis",N/A,"Interpret and apply complex Academic Senate, College and Campus academic and administrative regulations and policies associated broadly with undergraduate…",12 days ago
163,education,Substitute Teachers - $100/day; $50/half day,Capital Christian Center Church and School,N/A,"Capital Christian Center is not only a great place to worship, grow, serve and learn, it is also a great place to work. We are looking for friendly, humble…",30+ days ago
164,education,"Enrollment Advisor M-W 8am - 7pm Sat 6am - 5pm or W-Th 800a-700p, F 600a-500p, S 600a-500p",National Education Partners,N/A,"Experience in higher education preferred.
Knowledge of the academic and business workings of a higher education institution.
Write, type, and use phone system.",5 days ago
165,education,High School Principal (Salary depends on experience),Capital Christian Center Church and School,N/A,"Capital Christian Center is not only a great place to worship, grow, serve and learn, it is also a great place to work. We are looking for friendly, humble…",29 days ago
166,education,"Program Coordinator – Education, Safety & Training",Construction Industry Education Foundation,"Sacramento, CA 95819 (East Sacramento area)","Outreach to the construction industry to promote and enhance education, safety, and training programs.
Organize, plan, and execute education, safety, and…",3 days ago
167,education,Online Math Coach - Remote,Prodigy Game,United States,"We are looking for a high degree of independence and flexibility and passionate educators.
You will coach children in mathematics, helping them with homework,…",30+ days ago
168,education,In-Home Spanish Fluent 1st Grade Tutor - Sacramento,Grade Potential Tutoring,"Sacramento, CA 95822 (Meadowview area)","I have an immediate need for an in-home Spanish fluent 1st grade tutor in Sacramento.
Student is in the 1st grade at Bowling Green Chacon Language and Science…",8 days ago
169,education,STDT ACAD ADVISOR 3 (Academic Advisor),"University of California, Davis",N/A,"Interpret and apply complex Academic Senate, College and Campus academic and administrative regulations and policies associated broadly with undergraduate…",12 days ago
170,education,Substitute Teachers - $100/day; $50/half day,Capital Christian Center Church and School,N/A,"Capital Christian Center is not only a great place to worship, grow, serve and learn, it is also a great place to work. We are looking for friendly, humble…",30+ days ago
171,education,"Enrollment Advisor M-W 8am - 7pm Sat 6am - 5pm or W-Th 800a-700p, F 600a-500p, S 600a-500p",National Education Partners,N/A,"Experience in higher education preferred.
Knowledge of the academic and business workings of a higher education institution.
Write, type, and use phone system.",5 days ago
172,education,High School Principal (Salary depends on experience),Capital Christian Center Church and School,N/A,"Capital Christian Center is not only a great place to worship, grow, serve and learn, it is also a great place to work. We are looking for friendly, humble…",29 days ago
173,education,STDT LIFE DEVT SUPV 2 (Assistant Director - Residential Education Office),"University of California, Davis",N/A,"Extensive knowledge of college student personnel, higher education administration, or a related field, demonstrated through education (B.S.) or equivalent…",30+ days ago
174,education,Child Life Teacher- Per Diem,UC Davis Health,N/A,"Ability to effectively communicate with parents, pediatric patients and siblings about social, emotional, developmental and patient education issues.",9 days ago
175,education,Exam Scorer,Pearson,N/A,The Evaluation Systems group of Pearson offers dynamic teacher licensing and performance assessment solutions.,4 days ago
176,education,"Program Coordinator – Education, Safety & Training",Construction Industry Education Foundation,N/A,"Outreach to the construction industry to promote and enhance education, safety, and training programs.
Organize, plan, and execute education, safety, and…",3 days ago
177,education,"Associate Vice President, Workforce Development",Los Rios Community College District,N/A,"Under the general direction of the Vice President of Instruction, the Associate Vice President of Workforce Development will be responsible for coordinating the…",4 days ago
178,education,Exam Proctor (Temporary/Casual),University of the Pacific,N/A,Union Level Department Office of Administration (Sac) Campus Sacramento Posting Number 201302056P Full or Part Time Part Time Number of Months 6 Work Schedule.,30+ days ago
179,education,Middle School Mathematics Teacher,Brookfield School,"Sacramento, CA (Greenhaven area)",Top-rated Sacramento K-8 private school is seeking experienced mathematics teachers for small classes of accelerated middle school students.,17 days ago
180,education,Tutor in Sacramento – All Subjects Available,Grade Potential Tutoring,"Sacramento, CA",Sacramento families are in immediate need of part-time tutors for all subjects and grade levels.,30+ days ago
181,education,2020-2021 High School Teaching Assistant,St. HOPE Public Schools,N/A,"Teaching Assistant's at St. HOPE are held to the highest standards for conduct, dress and overall professionalism.
Supervise locker rooms during PE transitions.",1 day ago
